id,section,cluster,wave,title,slug,primary_keyword,volume,kd,intent,evidence,angle_rationale,format,word_count,cta_primary,cta_secondary,hub_link,image_source,image_concept,og_treatment,meta_title,meta_description,schema,status,notes
P167,pt,Goal Training,3,Improving flexibility as an adult,improving-flexibility-as-an-adult,how to improve flexibility,,,Informational,longtail-unevidenced,mobility for stiff beginners; 10-min routines,guide,1500,Free personal fitness assessment,Book a free call with Ben,/strength,ai-generate,"hamstring stretch on mat, home living room","photo + title band, brand dark/chartreuse, 1200x630",Improving flexibility as an adult | Suth Performance,mobility for stiff beginners. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P168,pt,Goal Training,3,Posture: what training can and can't fix,posture-what-training-can-and-cant-fix,how to improve posture,,,Informational,longtail-unevidenced,myth-correction + practical strength answer,guide,1500,Free personal fitness assessment,Book a free call with Ben,/strength,ai-generate,"desk setup with standing break, office","photo + title band, brand dark/chartreuse, 1200x630",Posture: what training can and can't fix | Suth Performance,myth-correction + practical strength answer. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P169,pt,Goal Training,3,Balance training and why it matters after 50,balance-training-and-why-it-matters-after-50,balance exercises,,,Informational,longtail-unevidenced,senior cluster crosslink; falls-prevention evidence,guide,1500,Free personal fitness assessment,Book a free call with Ben,/strength,ai-generate,single-leg balance work with rail support,"photo + title band, brand dark/chartreuse, 1200x630",Balance training and why it matters after 50 | Suth Performance,senior cluster crosslink. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P170,pt,Everyday Nutrition,3,How much protein do you need a day?,how-much-protein-do-you-need-a-day,how much protein per day,,,Informational,longtail-unevidenced,top nutrition question; bodyweight table; snippet target,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,data-graphic,daily protein targets by bodyweight and goal,"headline stat rendered as branded card, 1200x630",How much protein do you need a day? | Suth Performance,top nutrition question. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P171,pt,Everyday Nutrition,3,Meal prep for people who hate meal prep,meal-prep-for-people-who-hate-meal-prep,meal prep for beginners,,,Informational,longtail-unevidenced,practical anti-perfectionism; 3-component method,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"simple batch cook containers, real kitchen","photo + title band, brand dark/chartreuse, 1200x630",Meal prep for people who hate meal prep | Suth Performance,practical anti-perfectionism. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P172,pt,Everyday Nutrition,3,Eating out while training: the ordering playbook,eating-out-while-training-the-ordering-playbook,eating out on a diet,,,Informational,longtail-unevidenced,sustainability angle; social-life-preserved framing,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"restaurant table with balanced plate, friends blurred","photo + title band, brand dark/chartreuse, 1200x630",Eating out while training: the ordering playbook | Suth Performance,sustainability angle. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P173,pt,Everyday Nutrition,3,Alcohol and training: the honest trade-offs,alcohol-and-training-the-honest-trade-offs,alcohol and fitness,,,Informational,longtail-unevidenced,evidence without moralising; UK-relevant,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"pub scene, glass on table, gym bag beside chair","photo + title band, brand dark/chartreuse, 1200x630",Alcohol and training: the honest trade-offs | Suth Performance,evidence without moralising. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P174,pt,Everyday Nutrition,3,Do you need breakfast to train?,do-you-need-breakfast-to-train,breakfast before workout,,,Informational,longtail-unevidenced,myth question; fasted-training evidence,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"early kitchen, toast and coffee, gym kit on","photo + title band, brand dark/chartreuse, 1200x630",Do you need breakfast to train? | Suth Performance,myth question. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P175,pt,Everyday Nutrition,3,Snacks that actually support training,snacks-that-actually-support-training,healthy snacks,,,Informational,longtail-unevidenced,practical list; protein-forward,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"snack options laid out on counter, realistic","photo + title band, brand dark/chartreuse, 1200x630",Snacks that actually support training | Suth Performance,practical list. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P176,pt,Everyday Nutrition,3,Cooking for a family while eating for a goal,cooking-for-a-family-while-eating-for-a-goal,healthy family meals,,,Informational,longtail-unevidenced,life-stage practical; parents crosslink,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"family dinner table, shared meal, warm","photo + title band, brand dark/chartreuse, 1200x630",Cooking for a family while eating for a goal | Suth Performance,life-stage practical. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P177,pt,Everyday Nutrition,3,Supermarket shopping for training: the basket method,supermarket-shopping-for-training-the-basket-method,healthy food shopping list,,,Informational,longtail-unevidenced,budget + practical; UK supermarket context,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"trolley with staples, supermarket aisle","photo + title band, brand dark/chartreuse, 1200x630",Supermarket shopping for training: the basket method | Suth Performance,budget + practical. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P178,pt,Everyday Nutrition,3,Vegetarian and vegan training nutrition,vegetarian-and-vegan-training-nutrition,vegan fitness nutrition,,,Informational,longtail-unevidenced,underserved combination; protein strategies,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"plant-based protein spread, colourful plate","photo + title band, brand dark/chartreuse, 1200x630",Vegetarian and vegan training nutrition | Suth Performance,underserved combination. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P179,pt,Everyday Nutrition,3,Eating for shift work: fuelling a broken clock,eating-for-shift-work-fuelling-a-broken-clock,shift work nutrition,,,Informational,longtail-unevidenced,niche; shift-worker cluster crosslink,guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"night-shift meal in staff room, honest","photo + title band, brand dark/chartreuse, 1200x630",Eating for shift work: fuelling a broken clock | Suth Performance,niche. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P180,pt,Location Editorial,4,"Getting fit in Nottingham: gyms, parks and online coaching compared",getting-fit-in-nottingham-gyms-parks-and-online-coaching-compared,personal trainer nottingham,,,Informational,longtail-unevidenced,Local editorial supporting /personal-trainer/nottingham; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Nottingham recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Nottingham: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/nottingham. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P181,pt,Location Editorial,4,"Getting fit in Southampton: gyms, parks and online coaching compared",getting-fit-in-southampton-gyms-parks-and-online-coaching-compared,personal trainer southampton,260,12,Commercial,semrush,Local editorial supporting /personal-trainer/southampton; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Southampton recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Southampton: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/southampton. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P182,pt,Location Editorial,4,"Getting fit in Brighton: gyms, parks and online coaching compared",getting-fit-in-brighton-gyms-parks-and-online-coaching-compared,personal trainer brighton,320,15,Commercial,semrush,Local editorial supporting /personal-trainer/brighton; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Brighton recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Brighton: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/brighton. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P183,pt,Location Editorial,4,"Getting fit in Cambridge: gyms, parks and online coaching compared",getting-fit-in-cambridge-gyms-parks-and-online-coaching-compared,personal trainer cambridge,320,15,Commercial,semrush,Local editorial supporting /personal-trainer/cambridge; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Cambridge recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Cambridge: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/cambridge. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P184,pt,Location Editorial,4,"Getting fit in York: gyms, parks and online coaching compared",getting-fit-in-york-gyms-parks-and-online-coaching-compared,personal trainer york,260,14,Commercial,semrush,Local editorial supporting /personal-trainer/york; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"York recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in York: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/york. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P185,pt,Location Editorial,4,"Getting fit in Norwich: gyms, parks and online coaching compared",getting-fit-in-norwich-gyms-parks-and-online-coaching-compared,personal trainer norwich,,,Informational,longtail-unevidenced,Local editorial supporting /personal-trainer/norwich; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Norwich recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Norwich: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/norwich. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P186,pt,Location Editorial,4,"Getting fit in Aberdeen: gyms, parks and online coaching compared",getting-fit-in-aberdeen-gyms-parks-and-online-coaching-compared,personal trainer aberdeen,210,12,Commercial,semrush,Local editorial supporting /personal-trainer/aberdeen; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Aberdeen recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Aberdeen: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/aberdeen. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P187,pt,Location Editorial,4,"Getting fit in Coventry: gyms, parks and online coaching compared",getting-fit-in-coventry-gyms-parks-and-online-coaching-compared,personal trainer coventry,,,Informational,longtail-unevidenced,Local editorial supporting /personal-trainer/coventry; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Coventry recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Coventry: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/coventry. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P188,pt,Location Editorial,4,"Getting fit in Reading: gyms, parks and online coaching compared",getting-fit-in-reading-gyms-parks-and-online-coaching-compared,personal trainer reading,,,Informational,longtail-unevidenced,Local editorial supporting /personal-trainer/reading; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Reading recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Reading: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/reading. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P189,pt,Location Editorial,4,"Getting fit in Watford: gyms, parks and online coaching compared",getting-fit-in-watford-gyms-parks-and-online-coaching-compared,personal trainer watford,210,12,Commercial,semrush,Local editorial supporting /personal-trainer/watford; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Watford recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Watford: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/watford. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P190,pt,Location Editorial,4,"Getting fit in Northampton: gyms, parks and online coaching compared",getting-fit-in-northampton-gyms-parks-and-online-coaching-compared,personal trainer northampton,320,11,Commercial,semrush,Local editorial supporting /personal-trainer/northampton; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Northampton recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Northampton: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/northampton. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P191,pt,Location Editorial,4,"Getting fit in Bournemouth: gyms, parks and online coaching compared",getting-fit-in-bournemouth-gyms-parks-and-online-coaching-compared,personal trainer bournemouth,390,11,Commercial,semrush,Local editorial supporting /personal-trainer/bournemouth; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Bournemouth recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Bournemouth: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/bournemouth. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P192,pt,Location Editorial,4,"Getting fit in Exeter: gyms, parks and online coaching compared",getting-fit-in-exeter-gyms-parks-and-online-coaching-compared,personal trainer exeter,,,Informational,longtail-unevidenced,Local editorial supporting /personal-trainer/exeter; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Exeter recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Exeter: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/exeter. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P193,pt,Location Editorial,4,"Getting fit in Oxford: gyms, parks and online coaching compared",getting-fit-in-oxford-gyms-parks-and-online-coaching-compared,personal trainer oxford,,,Informational,longtail-unevidenced,Local editorial supporting /personal-trainer/oxford; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Oxford recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Oxford: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/oxford. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P194,pt,Location Editorial,4,"Getting fit in Bath: gyms, parks and online coaching compared",getting-fit-in-bath-gyms-parks-and-online-coaching-compared,personal trainer bath,,,Informational,longtail-unevidenced,Local editorial supporting /personal-trainer/bath; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Bath recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Bath: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/bath. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P195,pt,Location Editorial,4,"Getting fit in Canterbury: gyms, parks and online coaching compared",getting-fit-in-canterbury-gyms-parks-and-online-coaching-compared,personal trainer canterbury,170,9,Commercial,semrush,Local editorial supporting /personal-trainer/canterbury; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Canterbury recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Canterbury: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/canterbury. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P196,pt,Location Editorial,4,"Getting fit in Portsmouth: gyms, parks and online coaching compared",getting-fit-in-portsmouth-gyms-parks-and-online-coaching-compared,personal trainer portsmouth,,,Informational,longtail-unevidenced,Local editorial supporting /personal-trainer/portsmouth; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Portsmouth recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Portsmouth: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/portsmouth. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P197,pt,Location Editorial,4,"Getting fit in Poole: gyms, parks and online coaching compared",getting-fit-in-poole-gyms-parks-and-online-coaching-compared,personal trainer poole,170,13,Commercial,semrush,Local editorial supporting /personal-trainer/poole; genuinely useful local content that also runs the online argument,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Poole recognisable park or waterfront with runner, natural","photo + title band, brand dark/chartreuse, 1200x630","Getting fit in Poole: gyms, parks and online coaching compared | Suth Performance",Local editorial supporting /personal-trainer/poole. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P198,pt,Consumer Guides,3,Best gym chains in the UK compared (2026),best-gym-chains-in-the-uk-compared-2026,best gym uk,,,Informational,longtail-unevidenced,consumer comparison; PureGym/Gym Group/DW; huge search,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,data-graphic,UK gym chain comparison table,"headline stat rendered as branded card, 1200x630",Best gym chains in the UK compared (2026) | Suth Performance,consumer comparison. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P199,pt,Consumer Guides,3,PureGym vs The Gym Group: which suits your training?,puregym-vs-the-gym-group-which-suits-your-training,puregym vs gym group,,,Informational,longtail-unevidenced,head-to-head; equipment reality for hybrid training,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,budget gym floor equipment overview,"photo + title band, brand dark/chartreuse, 1200x630",PureGym vs The Gym Group: which suits your training? | Suth Performance,head-to-head. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P200,pt,Consumer Guides,3,Best fitness apps 2026: what each is actually for,best-fitness-apps-2026-what-each-is-actually-for,best fitness app,,,Informational,longtail-unevidenced,app landscape; we appear honestly among them,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,data-graphic,fitness app comparison by use case,"headline stat rendered as branded card, 1200x630",Best fitness apps 2026: what each is actually for | Suth Performance,app landscape. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P201,pt,Consumer Guides,3,Best free workout apps that don't nag you to pay,best-free-workout-apps-that-dont-nag-you-to-pay,free workout app,,,Informational,longtail-unevidenced,free-intent capture; honest freemium map,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,data-graphic,free app feature comparison,"headline stat rendered as branded card, 1200x630",Best free workout apps that don't nag you to pay | Suth Performance,free-intent capture. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P202,pt,Consumer Guides,3,Fitness trackers compared: what data actually helps,fitness-trackers-compared-what-data-actually-helps,best fitness tracker,,,Informational,longtail-unevidenced,wearable buying guide; data-literacy angle,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"three watches on desk, screens showing metrics","photo + title band, brand dark/chartreuse, 1200x630",Fitness trackers compared: what data actually helps | Suth Performance,wearable buying guide. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P203,pt,Consumer Guides,3,"Home gym essentials: what to buy first, second, third",home-gym-essentials-what-to-buy-first-second-third,home gym essentials,,,Informational,longtail-unevidenced,budget-tiered build; big commercial intent,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"compact home gym corner, tidy and achievable","photo + title band, brand dark/chartreuse, 1200x630","Home gym essentials: what to buy first, second, third | Suth Performance",budget-tiered build. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P204,pt,Consumer Guides,3,Are gym contracts worth it? Rolling vs annual,are-gym-contracts-worth-it-rolling-vs-annual,gym contract,,,Informational,longtail-unevidenced,consumer-rights angle; UK-specific,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,contract paperwork on gym reception desk,"photo + title band, brand dark/chartreuse, 1200x630",Are gym contracts worth it? Rolling vs annual | Suth Performance,consumer-rights angle. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P205,pt,Consumer Guides,3,Personal training vs group classes vs apps: a buyer's map,personal-training-vs-group-classes-vs-apps-a-buyers-map,personal training vs classes,,,Informational,longtail-unevidenced,category-decision post; our ladder maps onto it,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,data-graphic,training option decision matrix,"headline stat rendered as branded card, 1200x630",Personal training vs group classes vs apps: a buyer's map | Suth Performance,category-decision post. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P206,pt,Consumer Guides,3,What to look for in a gym if you're training for a race,what-to-look-for-in-a-gym-if-youre-training-for-a-race,choosing a gym,,,Informational,longtail-unevidenced,equipment-checklist angle; HYROX crossover,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"gym equipment audit view, sled and rig visible","photo + title band, brand dark/chartreuse, 1200x630",What to look for in a gym if you're training for a race | Suth Performance,equipment-checklist angle. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P207,pt,Consumer Guides,3,"Fitness qualifications explained (for people hiring, not becoming)",fitness-qualifications-explained-for-people-hiring-not-becoming,personal trainer qualifications,,,Informational,longtail-unevidenced,"buyer-side framing only — vetting a coach, NOT course content",guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,data-graphic,credential checklist for hiring a coach,"headline stat rendered as branded card, 1200x630","Fitness qualifications explained (for people hiring, not becoming) | Suth Performance","buyer-side framing only — vetting a coach, NOT course content. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P208,pt,Process & Proof,3,What results can you expect in 12 weeks?,what-results-can-you-expect-in-12-weeks,12 week transformation,,,Informational,longtail-unevidenced,honest expectation-setting; no fake before/afters (hard rule 1),guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,data-graphic,realistic 12-week outcome ranges,"headline stat rendered as branded card, 1200x630",What results can you expect in 12 weeks? | Suth Performance,honest expectation-setting. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P209,pt,Process & Proof,3,How to take progress photos that actually tell the truth,how-to-take-progress-photos-that-actually-tell-the-truth,progress photos,,,Informational,longtail-unevidenced,method post; lighting/consistency; self-tracking,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"phone on tripod in bedroom, neutral setup","photo + title band, brand dark/chartreuse, 1200x630",How to take progress photos that actually tell the truth | Suth Performance,method post. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P210,pt,Process & Proof,3,Measuring progress without a scale,measuring-progress-without-a-scale,how to measure progress fitness,,,Informational,longtail-unevidenced,non-scale markers; Hub logging synergy,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,own-photo,v2/bento-progress.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Measuring progress without a scale | Suth Performance,non-scale markers. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P211,pt,Process & Proof,3,Plateaus: why progress stalls and the 5 fixes,plateaus-why-progress-stalls-and-the-5-fixes,training plateau,,,Informational,longtail-unevidenced,problem-intent; programming education,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"athlete resting on bench between sets, thinking","photo + title band, brand dark/chartreuse, 1200x630",Plateaus: why progress stalls and the 5 fixes | Suth Performance,problem-intent. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P212,pt,Process & Proof,3,How coaches actually write a training programme,how-coaches-actually-write-a-training-programme,how to write a training program,,,Informational,longtail-unevidenced,transparency content; sells the skill by showing it,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,coach writing plan at desk with laptop and notes,"photo + title band, brand dark/chartreuse, 1200x630",How coaches actually write a training programme | Suth Performance,transparency content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P213,pt,Process & Proof,3,What a good check-in looks like (with a real example),what-a-good-check-in-looks-like-with-a-real-example,coaching check in,,,Informational,longtail-unevidenced,process transparency; online coaching CTA,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,coach reviewing client data on screen,"photo + title band, brand dark/chartreuse, 1200x630",What a good check-in looks like (with a real example) | Suth Performance,process transparency. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P214,pt,Process & Proof,3,Deload weeks for normal people,deload-weeks-for-normal-people,deload week,,,Informational,longtail-unevidenced,recovery education for non-athletes,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,data-graphic,training load with deload visual,"headline stat rendered as branded card, 1200x630",Deload weeks for normal people | Suth Performance,recovery education for non-athletes. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P215,pt,Process & Proof,3,Why your last programme failed (it probably wasn't you),why-your-last-programme-failed-it-probably-wasnt-you,why diets fail,,,Informational,longtail-unevidenced,empathy + systems argument; strong coaching CTA,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"abandoned gym plan on fridge, honest scene","photo + title band, brand dark/chartreuse, 1200x630",Why your last programme failed (it probably wasn't you) | Suth Performance,empathy + systems argument. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P216,pt,Location Editorial,4,Getting fit in Leicester: your options compared,getting-fit-in-leicester-your-options-compared,personal trainer leicester,,,Informational,longtail-unevidenced,"Local editorial supporting /personal-trainer/leicester; gyms, parks, costs, and the online alternative",guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,ai-generate,"Leicester recognisable outdoor training location, natural documentary","photo + title band, brand dark/chartreuse, 1200x630",Getting fit in Leicester: your options compared | Suth Performance,Local editorial supporting /personal-trainer/leicester. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
