id,section,cluster,wave,title,slug,primary_keyword,volume,kd,intent,evidence,angle_rationale,format,word_count,cta_primary,cta_secondary,hub_link,image_source,image_concept,og_treatment,meta_title,meta_description,schema,status,notes
H212,hyrox,Doubles & Teams,1,"HYROX Doubles: rules, splits and strategy from an Elite 15 pair",hyrox-doubles-rules-splits-and-strategy-from-an-elite-15-pair,hyrox doubles,,,Informational,longtail-unevidenced,Division pillar; Ben+Harry first-hand — unmatchable E-E-A-T,pillar,2500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/doubles,own-photo,track/pair-close-frontal-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630","HYROX Doubles: rules, splits and strategy from an Elite 15 pair | Suth Performance",Division pillar. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,planned,
H213,hyrox,Doubles & Teams,1,"HYROX doubles rules: who does what, and what's allowed",hyrox-doubles-rules-who-does-what-and-whats-allowed,hyrox doubles rules,480,26,Informational,semrush,480/KD26; clean rules table; snippet target,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/doubles,data-graphic,doubles work-split rules table,"headline stat rendered as branded card, 1200x630","HYROX doubles rules: who does what, and what's allowed | Suth Performance",480/KD26. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),check-overlap,
H214,hyrox,Doubles & Teams,2,Choosing a doubles partner: the compatibility checklist,choosing-a-doubles-partner-the-compatibility-checklist,hyrox doubles partner,,,Informational,longtail-unevidenced,Relationship-angle content; genuinely shareable,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/doubles,own-photo,track/pair-elevated-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Choosing a doubles partner: the compatibility checklist | Suth Performance,Relationship-angle content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H215,hyrox,Doubles & Teams,2,Doubles split strategy: who takes which station,doubles-split-strategy-who-takes-which-station,hyrox doubles strategy,,,Informational,longtail-unevidenced,Existing post refreshed with Ben's actual race splits,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/doubles,own-photo,track/pair-rear-close-bw.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Doubles split strategy: who takes which station | Suth Performance,Existing post refreshed with Ben's actual race splits. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),refresh,
H216,hyrox,Doubles & Teams,2,"Women's doubles: weights, standards and strategy",womens-doubles-weights-standards-and-strategy,hyrox women's doubles,210,21,Informational,semrush,210/KD21; women-specific division guide,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/doubles,ai-generate,two female athletes fist-bump at sled lane,"photo + title band, brand dark/chartreuse, 1200x630","Women's doubles: weights, standards and strategy | Suth Performance",210/KD21. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H217,hyrox,Doubles & Teams,3,Mixed doubles HYROX: making different engines work together,mixed-doubles-hyrox-making-different-engines-work-together,hyrox mixed doubles,,,Informational,longtail-unevidenced,Pairing-dynamics angle; couples audience; Valentine's republish,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/doubles,ai-generate,mixed pair mid handoff at roxzone,"photo + title band, brand dark/chartreuse, 1200x630",Mixed doubles HYROX: making different engines work together | Suth Performance,Pairing-dynamics angle. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H218,hyrox,Doubles & Teams,3,The doubles handoff: transition craft that wins minutes,doubles-handoff-transition-craft-that-wins-minutes,hyrox doubles handoff,,,Informational,longtail-unevidenced,Existing post refresh; micro-skill deep dive,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/doubles,own-photo,track/pair-bend-rear-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",The doubles handoff: transition craft that wins minutes | Suth Performance,Existing post refresh. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),refresh,
H219,hyrox,Doubles & Teams,4,HYROX relay for workplaces: the team-building case,hyrox-relay-for-workplaces-the-team-building-case,hyrox corporate relay,,,Informational,longtail-unevidenced,B2B angle; partner-programme synergy; zero competition,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/doubles,ai-generate,"office team in matching shirts at race village, laughing","photo + title band, brand dark/chartreuse, 1200x630",HYROX relay for workplaces: the team-building case | Suth Performance,B2B angle. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H220,hyrox,Women & Demographics,1,"Women's HYROX: weights, training and racing — the complete guide",womens-hyrox-weights-training-and-racing-the-complete-guide,hyrox women,,,Informational,longtail-unevidenced,Women's pillar; existing strategy post refreshed and expanded,pillar,2500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,"female athlete mid ski erg pull, powerful, gym light","photo + title band, brand dark/chartreuse, 1200x630","Women's HYROX: weights, training and racing — the complete guide | Suth Performance",Women's pillar. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,refresh,
H221,hyrox,Women & Demographics,2,Training for HYROX around your cycle,training-for-hyrox-around-your-cycle,hyrox menstrual cycle training,,,Informational,longtail-unevidenced,"Underserved, high-trust topic; evidence-cited, sensitively done",guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,"training diary and calendar flat lay, soft light","photo + title band, brand dark/chartreuse, 1200x630",Training for HYROX around your cycle | Suth Performance,"Underserved, high-trust topic. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
H222,hyrox,Women & Demographics,2,HYROX while pregnant: what the evidence and coaches say,hyrox-while-pregnant-what-the-evidence-and-coaches-say,hyrox pregnant,,,Informational,longtail-unevidenced,"Medical-adjacent: conservative, sourced, reviewed framing",guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,"pregnant athlete walking gym floor with coach, supportive tone","photo + title band, brand dark/chartreuse, 1200x630",HYROX while pregnant: what the evidence and coaches say | Suth Performance,"Medical-adjacent: conservative, sourced, reviewed framing. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
H223,hyrox,Women & Demographics,2,Postnatal return to HYROX: rebuilding without rushing,postnatal-return-to-hyrox-rebuilding-without-rushing,postnatal hyrox,,,Informational,longtail-unevidenced,Return-journey content; beginner-branch crossover,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,mother lacing shoes beside pram in hallway,"photo + title band, brand dark/chartreuse, 1200x630",Postnatal return to HYROX: rebuilding without rushing | Suth Performance,Return-journey content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H224,hyrox,Women & Demographics,3,HYROX over 60: the oldest age groups are growing fastest,hyrox-over-60-the-oldest-age-groups-are-growing-fastest,hyrox over 60,,,Informational,longtail-unevidenced,Masters extension; inspiring but practical,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,"60s athlete on rower, determined, respectful portrait","photo + title band, brand dark/chartreuse, 1200x630",HYROX over 60: the oldest age groups are growing fastest | Suth Performance,Masters extension. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H225,hyrox,Women & Demographics,3,Masters HYROX strategy: racing smart after 45,masters-hyrox-strategy-racing-smart-after-45,hyrox masters,,,Informational,longtail-unevidenced,Age-group racing craft; pairs with masters plans,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,own-photo,track/pair-distant-dusk-bw.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Masters HYROX strategy: racing smart after 45 | Suth Performance,Age-group racing craft. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H226,hyrox,Women & Demographics,3,HYROX for tall athletes: turning levers into advantages,hyrox-for-tall-athletes-turning-levers-into-advantages,hyrox tall athletes,,,Informational,longtail-unevidenced,Body-type series; wall balls/erg specifics,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,"tall athlete at wall ball target, height perspective","photo + title band, brand dark/chartreuse, 1200x630",HYROX for tall athletes: turning levers into advantages | Suth Performance,Body-type series. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H227,hyrox,Women & Demographics,3,HYROX for shorter athletes: the sled is not your enemy,hyrox-for-shorter-athletes-the-sled-is-not-your-enemy,hyrox short athletes,,,Informational,longtail-unevidenced,Body-type series completion,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,"shorter athlete low drive position on sled, technical","photo + title band, brand dark/chartreuse, 1200x630",HYROX for shorter athletes: the sled is not your enemy | Suth Performance,Body-type series completion. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H228,hyrox,Women & Demographics,4,Teenagers and HYROX: age limits and smart preparation,teenagers-and-hyrox-age-limits-and-smart-preparation,hyrox age limit,,,Informational,longtail-unevidenced,Parent-intent query; safety-first framing,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,"teen and parent training together, park setting","photo + title band, brand dark/chartreuse, 1200x630",Teenagers and HYROX: age limits and smart preparation | Suth Performance,Parent-intent query. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H229,hyrox,Women & Demographics,4,Couples who race together: training as a household,couples-who-race-together-training-as-a-household,couples hyrox,,,Informational,longtail-unevidenced,Lifestyle angle; doubles crosslink; share magnet,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,own-photo,track/palms-sunflare-pair-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Couples who race together: training as a household | Suth Performance,Lifestyle angle. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H230,hyrox,Recovery & Injury,1,Recovery for hybrid athletes: the complete system,recovery-for-hybrid-athletes-the-complete-system,hybrid athlete recovery,,,Informational,longtail-unevidenced,Recovery pillar; existing sleep post folded in and expanded,pillar,2500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/recovery,own-photo,v2/video-recovery.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Recovery for hybrid athletes: the complete system | Suth Performance,Recovery pillar. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,refresh,
H231,hyrox,Recovery & Injury,2,HYROX recovery: the 72 hours after your race,hyrox-recovery-the-72-hours-after-your-race,hyrox recovery,,,Informational,longtail-unevidenced,Post-race protocol; race-week email-series companion,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/recovery,ai-generate,"athlete ice bath grimace-smile, honest moment","photo + title band, brand dark/chartreuse, 1200x630",HYROX recovery: the 72 hours after your race | Suth Performance,Post-race protocol. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H232,hyrox,Recovery & Injury,2,Lower back pain and sandbag lunges: fix the pattern,lower-back-pain-and-sandbag-lunges-fix-the-pattern,sandbag lunges back pain,,,Informational,longtail-unevidenced,Symptom-intent SEO; genuine physio-informed help,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/recovery,ai-generate,coach adjusting athlete lunge posture side-on,"photo + title band, brand dark/chartreuse, 1200x630",Lower back pain and sandbag lunges: fix the pattern | Suth Performance,Symptom-intent SEO. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H233,hyrox,Recovery & Injury,2,Shin splints from HYROX running: causes and the comeback,shin-splints-from-hyrox-running-causes-and-the-comeback,shin splints hyrox,,,Informational,longtail-unevidenced,Symptom-intent; compromised-running load analysis,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/recovery,ai-generate,"athlete taping shin on bench, clinical-adjacent","photo + title band, brand dark/chartreuse, 1200x630",Shin splints from HYROX running: causes and the comeback | Suth Performance,Symptom-intent. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H234,hyrox,Recovery & Injury,3,Ankle mobility for wall balls and lunges: the 10-minute routine,ankle-mobility-for-wall-balls-and-lunges-the-10-minute-routine,ankle mobility wall balls,,,Informational,longtail-unevidenced,Micro-specific mobility; video-friendly,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/recovery,ai-generate,"deep squat hold heels down, mobility mat scene","photo + title band, brand dark/chartreuse, 1200x630",Ankle mobility for wall balls and lunges: the 10-minute routine | Suth Performance,Micro-specific mobility. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H235,hyrox,Recovery & Injury,3,Deload weeks for HYROX: when and how to back off,deload-weeks-for-hyrox-when-and-how-to-back-off,hyrox deload,,,Informational,longtail-unevidenced,Programming education; plan crosslink,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/recovery,data-graphic,load wave with deload timing,"headline stat rendered as branded card, 1200x630",Deload weeks for HYROX: when and how to back off | Suth Performance,Programming education. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H236,hyrox,Recovery & Injury,3,"DOMS after HYROX training: what helps, what's a myth",doms-after-hyrox-training-what-helps-whats-a-myth,doms hyrox,,,Informational,longtail-unevidenced,Evidence-vs-myth format; glossary crosslink,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/recovery,ai-generate,"athlete descending stairs gingerly, humour-adjacent honesty","photo + title band, brand dark/chartreuse, 1200x630","DOMS after HYROX training: what helps, what's a myth | Suth Performance",Evidence-vs-myth format. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H237,hyrox,Recovery & Injury,3,Grip fatigue: the hidden HYROX limiter and how to train it,grip-fatigue-the-hidden-hyrox-limiter-and-how-to-train-it,hyrox grip strength,,,Informational,longtail-unevidenced,Underserved limiter; farmers/sled-pull crosslinks,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/recovery,own-photo,track/palms-lamp-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Grip fatigue: the hidden HYROX limiter and how to train it | Suth Performance,Underserved limiter. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H238,hyrox,Recovery & Injury,4,Sleep and HYROX performance: the training you do unconscious,sleep-and-hyrox-performance-the-training-you-do-unconscious,sleep athletic performance,,,Informational,longtail-unevidenced,Existing sleep post refresh; wearable-data angle,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/recovery,ai-generate,"dark bedroom wearable on wrist charging, moody","photo + title band, brand dark/chartreuse, 1200x630",Sleep and HYROX performance: the training you do unconscious | Suth Performance,Existing sleep post refresh. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),refresh,
H239,hyrox,Recovery & Injury,4,"Knee pain from wall balls: technique, load or both?",knee-pain-from-wall-balls-technique-load-or-both,knee pain wall balls,,,Informational,longtail-unevidenced,Symptom-intent; responsible signposting to professionals,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/recovery,ai-generate,athlete assessing knee with band warmup on floor,"photo + title band, brand dark/chartreuse, 1200x630","Knee pain from wall balls: technique, load or both? | Suth Performance",Symptom-intent. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H240,hyrox,Hybrid Training Science,1,What is hybrid training? The method behind HYROX fitness,what-is-hybrid-training-the-method-behind-hyrox-fitness,hybrid training,,,Informational,longtail-unevidenced,Hybrid pillar; defines the category we coach,pillar,2500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hybrid-training,own-photo,track/gym-ergs-dark-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",What is hybrid training? The method behind HYROX fitness | Suth Performance,Hybrid pillar. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,planned,
H241,hyrox,Hybrid Training Science,1,Can you build muscle and run? Killing the interference myth,can-you-build-muscle-and-run-killing-the-interference-myth,interference effect training,,,Informational,longtail-unevidenced,Science explainer; evidence-cited; big debate audience,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hybrid-training,data-graphic,concurrent training study outcomes visual,"headline stat rendered as branded card, 1200x630",Can you build muscle and run? Killing the interference myth | Suth Performance,Science explainer. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H242,hyrox,Hybrid Training Science,2,Zone 2 for HYROX: the boring miles that win races,zone-2-for-hyrox-the-boring-miles-that-win-races,zone 2 training,,,Informational,longtail-unevidenced,Zeitgeist term with HYROX application; glossary crosslink,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hybrid-training,own-photo,track/pano-pair-bw.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Zone 2 for HYROX: the boring miles that win races | Suth Performance,Zeitgeist term with HYROX application. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H243,hyrox,Hybrid Training Science,2,VO2 max for HYROX: what it predicts and how to raise it,vo2-max-for-hyrox-what-it-predicts-and-how-to-raise-it,vo2 max hyrox,,,Informational,longtail-unevidenced,Science-to-practice; wearable screenshots; benchmark tables,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hybrid-training,data-graphic,vo2max by finish time band,"headline stat rendered as branded card, 1200x630",VO2 max for HYROX: what it predicts and how to raise it | Suth Performance,Science-to-practice. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H244,hyrox,Hybrid Training Science,2,"Running and lifting on the same day: ordering, gaps, priorities",running-and-lifting-on-the-same-day-ordering-gaps-priorities,running and lifting same day,,,Informational,longtail-unevidenced,Practical programming question; snippet-friendly rules,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hybrid-training,ai-generate,"gym bag and running shoes side by side, decision moment","photo + title band, brand dark/chartreuse, 1200x630","Running and lifting on the same day: ordering, gaps, priorities | Suth Performance",Practical programming question. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H245,hyrox,Hybrid Training Science,3,"Lactate threshold, explained for hybrid athletes",lactate-threshold-explained-for-hybrid-athletes,lactate threshold,,,Informational,longtail-unevidenced,Science explainer; glossary+pillar bridge,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hybrid-training,data-graphic,lactate curve annotated plain-English,"headline stat rendered as branded card, 1200x630","Lactate threshold, explained for hybrid athletes | Suth Performance",Science explainer. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H246,hyrox,Hybrid Training Science,3,Strength standards for HYROX: how strong is strong enough?,strength-standards-for-hyrox-how-strong-is-strong-enough,strength standards hyrox,,,Informational,longtail-unevidenced,Benchmark tables by bodyweight; calculator CTA,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hybrid-training,data-graphic,strength standards table by bodyweight,"headline stat rendered as branded card, 1200x630",Strength standards for HYROX: how strong is strong enough? | Suth Performance,Benchmark tables by bodyweight. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H247,hyrox,Hybrid Training Science,3,Hybrid athlete programming: how to periodise both engines,hybrid-athlete-programming-how-to-periodise-both-engines,hybrid athlete training plan,,,Informational,longtail-unevidenced,Advanced programming pillar; coaching-tier CTA,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hybrid-training,data-graphic,dual-periodisation wave diagram,"headline stat rendered as branded card, 1200x630",Hybrid athlete programming: how to periodise both engines | Suth Performance,Advanced programming pillar. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H248,hyrox,Hybrid Training Science,4,Heart rate zones for HYROX training: a working guide,heart-rate-zones-for-hyrox-training-a-working-guide,heart rate zones training,,,Informational,longtail-unevidenced,Practical zones setup; watch-settings crosslink,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hybrid-training,ai-generate,"watch on wrist showing zones mid run, track blur","photo + title band, brand dark/chartreuse, 1200x630",Heart rate zones for HYROX training: a working guide | Suth Performance,Practical zones setup. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H249,hyrox,Hybrid Training Science,4,The engine room: aerobic base for people who hate running,engine-room-aerobic-base-for-people-who-hate-running,aerobic base training,,,Informational,longtail-unevidenced,Erg-first base building; contrarian hook; erg workouts crosslink,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hybrid-training,own-photo,track/gym-row-close-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",The engine room: aerobic base for people who hate running | Suth Performance,Erg-first base building. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H250,hyrox,Mental & Race Craft,1,The HYROX mental game: pacing your brain through 8 stations,hyrox-mental-game-pacing-your-brain-through-8-stations,hyrox mental,,,Informational,longtail-unevidenced,Existing mental posts consolidated into pillar,pillar,2500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,own-photo,track/palms-lamp-bw.jpg,"photo + title band, brand dark/chartreuse, 1200x630",The HYROX mental game: pacing your brain through 8 stations | Suth Performance,Existing mental posts consolidated into pillar. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,refresh,
H251,hyrox,Mental & Race Craft,2,Race maths: what to do when your plan dies at station 3,race-maths-what-to-do-when-your-plan-dies-at-station-3,hyrox race strategy,,,Informational,longtail-unevidenced,In-race decision frameworks; unique coaching content,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,"athlete gathering breath at station entrance, resolve","photo + title band, brand dark/chartreuse, 1200x630",Race maths: what to do when your plan dies at station 3 | Suth Performance,In-race decision frameworks. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H252,hyrox,Mental & Race Craft,2,First-race nerves: the 7 fears everyone has (and answers),first-race-nerves-the-7-fears-everyone-has-and-answers,hyrox first race nerves,,,Informational,longtail-unevidenced,Emotional on-ramp; beginner-branch tone; quiz CTA,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,own-photo,track/pair-close-frontal-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",First-race nerves: the 7 fears everyone has (and answers) | Suth Performance,Emotional on-ramp. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H253,hyrox,Mental & Race Craft,3,Mid-race self-talk: cues from elite racers,mid-race-self-talk-cues-from-elite-racers,hyrox mental cues,,,Informational,longtail-unevidenced,Existing cues post refresh; Ben's actual cues,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,own-photo,ben/ben-portrait-placeholder.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Mid-race self-talk: cues from elite racers | Suth Performance,Existing cues post refresh. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),refresh,
H254,hyrox,Mental & Race Craft,3,DNF: what a did-not-finish teaches (and how to come back),dnf-what-a-did-not-finish-teaches-and-how-to-come-back,hyrox dnf,,,Informational,longtail-unevidenced,Taboo-topic honesty; community trust builder,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,"athlete sitting trackside post race, contemplative, hopeful light","photo + title band, brand dark/chartreuse, 1200x630",DNF: what a did-not-finish teaches (and how to come back) | Suth Performance,Taboo-topic honesty. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H255,hyrox,Mental & Race Craft,4,Goal setting for a race season: process beats outcome,goal-setting-for-a-race-season-process-beats-outcome,race season goals,,,Informational,longtail-unevidenced,Coaching-philosophy content; retention + brand voice,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,ai-generate,"season planner with goals written, coffee, morning","photo + title band, brand dark/chartreuse, 1200x630",Goal setting for a race season: process beats outcome | Suth Performance,Coaching-philosophy content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H256,hyrox,Data Stories,2,HYROX results: how to find yours (and what it tells you),hyrox-results-how-to-find-yours-and-what-it-tells-you,hyrox results,14800,19,Informational,semrush,"14,800/KD19 — the biggest keyword we can win; results-lookup CTA",pillar,2500,Results lookup / percentile check,Free HYROX plan maker,/results,data-graphic,annotated results screen walkthrough,"headline stat rendered as branded card, 1200x630",HYROX results: how to find yours (and what it tells you) | Suth Performance,"14,800/KD19 — the biggest keyword we can win. From the Elite 15 HYROX coaching team at Suth Performance.",Article + FAQPage + BreadcrumbList,check-overlap,
H257,hyrox,Data Stories,3,"The state of HYROX 2026: participation, times, trends",state-of-hyrox-2026-participation-times-trends,hyrox statistics,,,Informational,longtail-unevidenced,Annual data report; PR/link magnet; needs results layer,guide,1500,Results lookup / percentile check,Free HYROX plan maker,/results,data-graphic,participation growth + time trends dashboard,"headline stat rendered as branded card, 1200x630","The state of HYROX 2026: participation, times, trends | Suth Performance",Annual data report. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),blocked-results,
H258,hyrox,Data Stories,3,"Every HYROX world record, tracked and analysed",every-hyrox-world-record-tracked-and-analysed,hyrox world record,,,Informational,longtail-unevidenced,Living record-book with progression charts,guide,1500,Results lookup / percentile check,Free HYROX plan maker,/results,data-graphic,record progression timeline,"headline stat rendered as branded card, 1200x630","Every HYROX world record, tracked and analysed | Suth Performance",Living record-book with progression charts. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H259,hyrox,Data Stories,4,Which city races fastest? HYROX venue speed rankings,which-city-races-fastest-hyrox-venue-speed-rankings,fastest hyrox course,,,Informational,longtail-unevidenced,Original data story; city-guide crosslinks; needs results layer,guide,1500,Results lookup / percentile check,Free HYROX plan maker,/results,data-graphic,median time by venue ranked,"headline stat rendered as branded card, 1200x630",Which city races fastest? HYROX venue speed rankings | Suth Performance,Original data story. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),blocked-results,
H260,hyrox,Data Stories,4,The doubles advantage: how much faster is racing in a pair?,doubles-advantage-how-much-faster-is-racing-in-a-pair,doubles vs singles times,,,Informational,longtail-unevidenced,Data story on Ben's division; needs results layer,guide,1500,Results lookup / percentile check,Free HYROX plan maker,/results,data-graphic,singles vs doubles distribution overlay,"headline stat rendered as branded card, 1200x630",The doubles advantage: how much faster is racing in a pair? | Suth Performance,Data story on Ben's division. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),blocked-results,
